0,0.700557,51.588242
1,-5.209267,50.317705
2,-0.048615,51.403637
3,-3.451593,54.706223
4,0.24247,51.4839
5,-4.008678,51.570684
6,-3.695592,53.28235
7,-3.716882,51.490481
8,-0.057228,51.423698
9,-2.057453,52.452014
10,-2.68166,53.46723
11,-4.72322,51.65898
12,0.526531,52.416353
13,1.2365,52.06241
14,-1.248969,52.921108
15,1.077595,51.968276
16,-3.209701,55.935568
17,-1.896603,50.749861
18,-1.545891,52.39794
19,-4.220251,57.475564
20,-0.812778,51.813457
21,0.163966,51.573639
22,-1.541833,52.918813
23,-1.11164,50.71956
24,-0.317295,53.617911
25,-2.61667,53.53333
26,-1.779368,53.54679
27,-2.419889,53.415806
28,-4.771600,55.939228
29,-2.546084,51.409615
30,0.117989,51.358985
31,-0.275254,51.610161
32,-3.464794,50.584499
33,-78.9831433,34.9632567
34,-84.2112619,39.5742624
35,-83.234331,34.369699
36,-87.347308,36.188395
37,-88.2324818,31.0964196
38,-81.763852,34.897461
39,-84.9655934,41.2160335
40,-87.7503481,37.4047581
41,-74.284579,40.554872
42,-81.909,36.26818
43,-96.8014223,30.1330835
44,-98.278212,29.575205
45,-76.7736066,35.1417846
46,-76.72864,39.354986
47,-74.672885,40.354435
48,-95.3004252,32.2640708
49,-82.862051,29.756733
50,-86.420093,39.422234
51,-87.910572,30.66855
52,-71.151473,42.580969
53,-97.780946,32.806028
54,-106.641713,35.2676532
55,-73.1163926,41.6026594
56,-88.269499,40.119444
57,-84.409517,42.738097
58,-88.7645332,37.9164525
59,-75.876092,41.833365
60,-122.0285338,37.9828049
61,-85.557821,43.123054
62,-123.406528,47.005417
63,-94.937494,30.709709
64,-77.949729,35.722211
65,-70.9838321,43.3011859
66,-77.599798,36.419875
67,-93.3413015,30.2243199
68,-79.1278,37.50209
69,-77.02275,37.72625
70,-76.823487,38.093835
71,-82.40983,29.68191
72,-94.210367,36.050033
73,-96.600609,35.990259
74,-122.356032,47.522054
75,-111.73141,42.578868
76,-84.3928793,38.935343
77,-81.10731,37.24234
78,-81.29393,28.75198
79,-94.719414,34.970148
80,-105.0535756,40.4066896
81,-88.545169,33.814446
82,-100.914173,32.719353
83,-73.761331,40.595057
84,-81.955448,27.178304
85,-83.381231,40.261674
86,-89.9516069,39.5918462
87,-88.563263,47.116119
88,-68.863021,44.74682
89,-82.9291492,42.4349377
90,-97.960095,34.645672
91,-83.908213,40.476873
92,-157.771652,21.410365
93,-72.183644,40.96358
94,-89.9962457,29.8620712
95,-72.894647,41.382009
96,-91.518822,30.490455
97,-88.8045557,39.7149766
98,-81.8395572,38.3920599
99,-84.551834,33.594754
100,-86.083322,42.825065
101,-83.60768,32.49598
102,-84.770757,33.286737
103,-80.709293,35.117496
104,-97.666555,32.698987
105,-92.926741,30.934324
106,-95.010305,30.679006
107,-98.199534,29.562207
108,-85.1480892,34.2720609
109,-82.48922,34.521225
110,-78.6825,37.26348
111,-84.17056,43.002726
112,-80.550242,41.040626
113,-97.7571703,48.3982298
114,-83.3926957,43.4914497
115,-75.0816671,39.8540867
116,-86.017103,39.681462
117,-121.282811,45.696054
118,-86.216203,35.369129
119,-80.05777,26.5508
120,-85.157417,30.686082
121,-75.190329,40.6863309
122,-68.218657,44.381248
123,-83.3928234,42.46639
124,-89.117177,35.784858
125,-84.479924,42.736513
126,-89.668741,36.196384
127,-85.293954,34.978709
128,-81.911802,38.968857
129,-81.7923855,39.2224989
130,-86.626889,39.220685
131,-75.504786,41.571971
132,-84.7875725,34.1788613
133,-118.3963626,33.862517
134,-89.7696492,35.0688214
135,-86.0368,42.380807
136,-95.991372,29.937063
137,-122.4612777,37.7082214
138,-111.8414654,41.8450551
139,-76.183695,42.601343
140,-91.502276,44.818433
141,-93.285329,32.330056
142,-106.53791,34.801418
143,-74.0551366,40.3300873
144,-84.3536,39.518182
145,-75.633823,39.676157
146,-94.141423,39.870111
147,-79.6081,40.17507
148,-119.447928,36.597646
149,-74.727077,39.452916
150,-109.524273,31.884
151,-84.9456403,32.5362429
152,-114.57468,34.900727
153,-156.668693,20.880053
154,-107.325945,39.541469
155,-79.43002,35.89347
156,-86.1287107,39.6027894
157,-82.200175,33.45145
158,-100.34034,44.377573
159,-81.4078114,41.5267563
160,-74.226273,40.793107
161,-86.123834,38.214193
162,-69.884301,44.781396
163,-78.509883,35.979423
164,-96.270431,29.208313
165,-99.9651,34.74728
166,-76.2620369,40.6953235
167,-71.442017,42.8673062
168,-80.39533,36.38347
169,-79.78976,36.52736
170,-73.973906,40.853934
171,-87.480352,36.84328
172,-121.990968,37.536772
173,-108.383486,43.0290488
174,-85.056553,34.045456
175,-78.774627,36.546822
176,-90.289334,40.9069211
177,-84.032925,35.090108
178,-77.81887,35.11433
179,-93.896955,30.658906
180,-98.0737588,40.020926
181,-83.1960834,42.2616205
182,-75.7470371,39.8067673
183,-91.20677,29.69937
184,-76.750008,39.34039
185,-75.30546,41.32176
186,-87.859267,42.335481
187,-101.836237,46.813551
188,-72.496309,45.918449
189,-72.703463,45.64836
190,-97.331524,50.134742
191,-71.848811,45.986543
192,-111.615374,49.082292
193,-64.9603,46.04618
194,-123.094506,49.24748
195,-99.945973,49.843806
196,-64.86433,46.27642
197,-84.3228263,46.522799
198,-117.800099,50.242648
199,-73.858205,45.426645
200,-79.70777,43.3959627
201,-104.653027,50.494883
202,2.211419,48.778494
203,-3.037828,48.216267
204,2.3504,48.683466
205,-1.519782,43.486922
206,2.336831,48.83418
207,2.114662,48.697635
208,4.87043,45.777984
209,2.137139,48.846141
210,1.440694,43.603902
211,4.089048,44.130418
212,2.658298,48.543473
213,2.176492,48.868439
214,0.659908,47.347023
215,3.17676,50.690915
216,1.871361,50.953617
217,3.151358,50.675891
218,5.714048,45.14875
219,2.241861,48.950057
220,2.41542,47.078736
221,2.312425,48.87322
222,3.241931,49.821864
223,-2.761387,48.508263
224,5.993544,43.137568
225,2.396322,48.651202
226,-1.665857,48.110805
227,2.286671,48.89519
228,2.32132,48.868814
229,1.871361,50.953617
230,2.565119,48.840356
231,1.489783,48.444595
232,3.864104,43.614719
233,5.388505,43.298844
234,2.245382,48.716438
235,5.944017,43.122765
236,1.937303,50.65765
237,2.317674,48.87043
238,-4.484974,48.404244
239,4.343329,52.059124
240,4.326941,52.069605
241,6.012929,50.878984
242,4.899935,52.367105
243,4.431782,51.613848
244,5.825,51.64167
245,4.929378,52.361055
246,5.726025,52.22256
247,4.903247,52.293447
248,4.780023,51.595143
249,4.832319,51.647653
